distance_normalized,displacement_normalized,variance_normalized,velocity_normalized,efficiency_normalized,amplify_normalized
-1.0051771500371551,-1.2381876100376532,-0.07552177967569179,-0.5226400108390922,0.3616395937302449,-0.1782275005098249
-1.0112268070379946,-1.249185229466634,-0.07485304856482883,-0.7307453776997294,0.35528303874030276,-0.12013478601116957
-1.0429565411718584,-1.3006695119043967,-0.07536847774435255,-0.5683535541719835,0.3599633398772584,-0.0903151292352888
-0.9724086551423315,-1.1849654902727682,-0.07362949028886182,-0.6919373462181141,0.35751895999522704,-0.1966304495346928
-0.9484705108842231,-1.14518834250084,-0.07524700351398957,-0.6497288610457994,0.35951000719153026,-0.18097163349119785
-0.913679279967619,-1.1161766759315788,-0.0755994909863587,-0.6139037511067017,0.23155767900351934,-0.18146009926444592
-1.0761218355381195,-1.3550494437304628,-0.07557027142603327,-0.4259728124513084,0.36180709175764975,-0.19123158844282218
-1.0096841031500523,-1.2459838676107182,-0.0754856587863239,-0.7057411011287604,0.3593647253736391,-0.17884686030633976
-0.8961057434353884,-1.058249253328472,-0.0755994909863587,-0.6225640292795765,0.3626831777143359,-0.18146009926444592
-1.0857825906932843,-1.3711791303185799,-0.0751095764521417,-0.47440345075259316,0.3599951094841479,-0.20402556105665107
-0.9728374274667974,-1.1849654902727682,-0.0754897344329975,-0.668763753632278,0.3613261773728537,-0.18146009926444592
-0.9003446122484865,-1.0654901811538602,-0.07155845406213736,-0.6006856544718708,0.36157069478850223,-0.17973649714516746
-1.0095100592376214,-1.2455724615130235,-0.07550260641949631,-0.7204402325313193,0.3601301465449144,-0.1715510869757556
-0.9724346639763992,-1.1849654902727682,-0.07364598778746749,-0.6886535447344406,0.3577495994992514,-0.19649587304958352
-0.9071613431354972,-1.0766498009962624,-0.07550631686727184,-0.4313101203892643,0.3618854726367269,-0.1811029469537812
-0.9883668102295988,-1.2103087376616275,-0.0755994909863587,-0.6992954640548542,0.3626831777143359,-0.18146009926444592
-1.0206981304528022,-1.264232344628581,-0.07543897446941296,-0.7329647415406655,0.3586118476859523,-0.1607000681320327
-0.9728634582677856,-1.1849654902727682,-0.07550981884834368,-0.6687898767480249,0.36155765551163327,-0.18133372252742516
-1.0037436546953005,-1.2356519850504868,-0.0755994909863587,-0.4721377775603837,0.3626831777143359,-0.18146009926444592
-1.0074554711808763,-1.242367668922878,-0.07547547189567394,-0.724423633940913,0.3590457046555507,-0.18370224787762263
-1.0093479872969529,-1.2457928104458595,-0.07522356343543651,-0.7252147924458546,0.35714623642173887,-0.13075125466089343
-0.9963551248633722,-1.224341759193819,-0.07506172117666161,-0.7190670544587214,0.35761533660797784,-0.1515955331774121
-0.9748860844549626,-1.1884687585683642,-0.07553048745907927,-0.6963800663077551,0.3606281382049531,-0.18619102425365705
-0.9817767340300123,-1.2284110572250984,-0.0755994909863587,-0.6974133845437942,0.20166877856208262,-0.18146009926444592
-0.9728100566836483,-1.1849654902727682,-0.07548027129436984,-0.6687362857823029,0.3610828257206831,-0.18088689096565852
-0.9751866578304259,-1.2175496654870157,-0.0755994909863587,-0.6748734341516824,0.20514390947903813,-0.18146009926444592
-0.9444329688990224,-1.1378994594077438,-0.0755994909863587,-0.565306162835459,0.3626831777143359,-0.18146009926444592
-1.0093587181376977,-1.2455724615130235,-0.07538273770926747,-0.7299676267095478,0.35860389326628284,-0.15566294486082344
-0.9724406829126615,-1.1849654902727682,-0.07364737102286083,-0.6886591885496955,0.3578029793925789,-0.19636146108323996
-0.972777984979477,-1.1849654902727682,-0.07545637407524661,-0.6661304315038146,0.3607977335968223,-0.18113871347741883
-0.9485968206780485,-1.1455241472423894,-0.07471645394273237,-0.653801639643124,0.3588702154034965,-0.17532064305799983
-0.9114825879010902,-1.1125562120188845,-0.0755994909863587,-0.6102270079254178,0.23233818792441702,-0.18146009926444592
-1.0311707610288354,-1.282141710762196,-0.07479482604375712,-0.7490229368672722,0.35411849194291656,-0.1102129081738172
-1.0301039594936463,-1.3080612633043702,-0.0755994909863587,-0.6837411779071896,0.17059582433971837,-0.18146009926444592
-0.9949568864291852,-1.22117012939971,-0.0755994909863587,-0.4786018105980946,0.3626831777143359,-0.18146009926444592
-1.0094262115014419,-1.2455724615130235,-0.07546868733181611,-0.7099060683294215,0.3592843436366972,-0.16948495692166235
-1.0096642670206917,-1.2459838676107182,-0.07548006019521926,-0.7293133939701728,0.3591645112473623,-0.18918218169091025
-1.0196234098427133,-1.2620766439904096,-0.07327651841393285,-0.729063786275748,0.3610755949886241,-0.18082255490871452
-1.007400751581499,-1.2422801879276368,-0.07546752210459193,-0.7224254394868681,0.3590299864994285,-0.17572624802175035
-1.0314310251048777,-1.282141710762196,-0.07533686133649667,-0.7326254536344312,0.3569695127932883,-0.15397539717697636
-1.005875785981994,-1.2392579673392323,-0.07557392238974527,-0.4217004444750437,0.36212731784583496,-0.11590412240899596
-0.8873189751692732,-1.0727311089792486,-0.0755994909863587,-0.5909299231692785,0.24034821522994274,-0.18146009926444592
-1.0294956427398148,-1.2787007620420725,-0.07546454094621387,-0.7582458227042885,0.3586752251771028,-0.186851209444098
-0.913679279967619,-1.1161766759315788,-0.0755994909863587,-0.6197453673250104,0.23155767900351934,-0.18146009926444592
-1.0534846492060317,-1.318062468828697,-0.07547199290463845,-0.7291701889139222,0.35953640355970157,-0.1712793477789496
-1.0094439607733394,-1.2457928104458595,-0.07536626272501037,-0.7272222718534901,0.3581133630970027,-0.14822963469909645
